,Name,Country,Age,Height,Weight,Sex,Sport,Event,Medals,Gold,Silver,Bronze,individual_gold,individual_silver,individual_bronze
6169,Avtandil Tchrikishvili,Georgia,21,182.0,81.0,M,Judo,Men's -81kg,,,,,,,
6170,Ole Bischof,Germany,32,180.0,81.0,M,Judo,Men's -81kg,YES,,1,,,True,
6171,Euan Burton,Great Britain,33,182.0,81.0,M,Judo,Men's -81kg,,,,,,,
6172,Laszlo Csoknyai,Hungary,24,172.0,81.0,M,Judo,Men's -81kg,,,,,,,
6173,Reginald DE Windt,Independent Olympic Athletes,28,178.0,81.0,M,Judo,Men's -81kg,,,,,,,
6174,Putu Wiradamungga,Indonesia,20,,80.0,M,Judo,Men's -81kg,,,,,,,
6175,Antonio Ciano,Italy,31,180.0,81.0,M,Judo,Men's -81kg,,,,,,,
6176,Takahiro Nakai,Japan,21,175.0,81.0,M,Judo,Men's -81kg,,,,,,,
6177,Islam Bozbayev,Kazakhstan,21,182.0,81.0,M,Judo,Men's -81kg,,,,,,,
6178,Konstantins Ovchinnikovs,Latvia,28,187.0,81.0,M,Judo,Men's -81kg,,,,,,,
6179,Liva Saryee,Liberia,23,,80.0,M,Judo,Men's -81kg,,,,,,,
6180,Fetra Ratsimiziva,Madagascar,20,178.0,81.0,M,Judo,Men's -81kg,,,,,,,
6181,Srdjan Mrvaljevic,Montenegro,28,184.0,81.0,M,Judo,Men's -81kg,,,,,,,
6182,Safouane Attaf,Morocco,28,178.0,81.0,M,Judo,Men's -81kg,,,,,,,
6183,Guillaume Elmont,Netherlands,30,175.0,81.0,M,Judo,Men's -81kg,,,,,,,
6184,Omar Simmonds Pea,Panama,30,175.0,80.0,M,Judo,Men's -81kg,,,,,,,
6185,Jae-Bum Kim,Republic of Korea,27,180.0,78.0,M,Judo,Men's -81kg,YES,1,,,True,,
6186,Sergiu Toma,Republic of Moldova,25,180.0,81.0,M,Judo,Men's -81kg,,,,,,,
6187,Ivan Nifontov,Russian Federation,25,172.0,81.0,M,Judo,Men's -81kg,YES,,,1.0,,,True
6188,Aljaz Sedej,Slovenia,24,177.0,81.0,M,Judo,Men's -81kg,,,,,,,
6189,Sacha Denanyoh,Togo,32,176.0,81.0,M,Judo,Men's -81kg,,,,,,,
6190,Travis Stevens,United States of America,26,180.0,81.0,M,Judo,Men's -81kg,,,,,,,
6191,Yakhyo Imamov,Uzbekistan,22,175.0,81.0,M,Judo,Men's -81kg,,,,,,,
6192,Boas Munyonga,Zambia,31,180.0,80.0,M,Judo,Men's -81kg,,,,,,,
6193,Hector Campos,Argentina,23,188.0,90.0,M,Judo,Men's -90kg,,,,,,,
6194,Mark Anthony,Australia,22,187.0,90.0,M,Judo,Men's -90kg,,,,,,,
6195,Elkhan Mammadov,Azerbaijan,30,180.0,90.0,M,Judo,Men's -90kg,,,,,,,
6196,Tiago Camilo,Brazil,30,180.0,90.0,M,Judo,Men's -90kg,,,,,,,
6197,Kinapeya Romeo Kone,Côte d'Ivoire,32,180.0,90.0,M,Judo,Men's -90kg,,,,,,,
6198,Dieudonne Dolassem,Cameroon,32,181.0,88.0,M,Judo,Men's -90kg,,,,,,,
6199,Alexandre Emond,Canada,28,186.0,90.0,M,Judo,Men's -90kg,,,,,,,
6200,Asley Gonzalez,Cuba,22,,89.0,M,Judo,Men's -90kg,YES,,1,,,True,
6201,Hesham Mesbah,Egypt,30,176.0,90.0,M,Judo,Men's -90kg,,,,,,,
6202,Romain Buffet,France,27,192.0,90.0,M,Judo,Men's -90kg,,,,,,,
6203,Varlam Liparteliani,Georgia,23,188.0,90.0,M,Judo,Men's -90kg,,,,,,,
6204,Christophe Lambert,Germany,27,184.0,86.0,M,Judo,Men's -90kg,,,,,,,
6205,Winston Gordon,Great Britain,35,187.0,90.0,M,Judo,Men's -90kg,,,,,,,
6206,Ilias Iliadis,Greece,25,178.0,90.0,M,Judo,Men's -90kg,YES,,,1.0,,,True
6207,Tamas Madarasz,Hungary,25,190.0,90.0,M,Judo,Men's -90kg,,,,,,,
6208,Roberto Meloni,Italy,31,180.0,90.0,M,Judo,Men's -90kg,,,,,,,
6209,Masashi Nishiyama,Japan,27,178.0,90.0,M,Judo,Men's -90kg,YES,,,1.0,,,True
6210,Timur Bolat,Kazakhstan,23,183.0,90.0,M,Judo,Men's -90kg,,,,,,,
6211,Chingiz Mamedov,Kyrgyzstan,23,185.0,90.0,M,Judo,Men's -90kg,,,,,,,
6212,Karolis Bauza,Lithuania,25,182.0,90.0,M,Judo,Men's -90kg,,,,,,,
6213,Dae-Nam Song,Republic of Korea,33,178.0,85.0,M,Judo,Men's -90kg,YES,1,,,True,,
6214,Ivan Remarenco,Republic of Moldova,23,186.0,90.0,M,Judo,Men's -90kg,,,,,,,
6215,Kirill Denisov,Russian Federation,24,176.0,90.0,M,Judo,Men's -90kg,,,,,,,
6216,Dmitri Gerasimenko,Serbia,24,184.0,90.0,M,Judo,Men's -90kg,,,,,,,
6217,Marcus Nyman,Sweden,21,189.0,90.0,M,Judo,Men's -90kg,,,,,,,
6218,Roman Gontiuk,Ukraine,28,178.0,90.0,M,Judo,Men's -90kg,,,,,,,
6219,Juan Romero,Uruguay,23,187.0,90.0,M,Judo,Men's -90kg,,,,,,,
6220,Dilshod Choriev,Uzbekistan,27,178.0,90.0,M,Judo,Men's -90kg,,,,,,,
6221,Jake Andrewartha,Australia,22,196.0,120.0,M,Judo,Men's +100kg,,,,,,,
6222,Ihar Makarau,Belarus,33,182.0,130.0,M,Judo,Men's +100kg,,,,,,,
6223,Rafael Silva,Brazil,25,203.0,155.0,M,Judo,Men's +100kg,YES,,,1.0,,,True
6224,Oscar Brayson,Cuba,27,,108.0,M,Judo,Men's +100kg,,,,,,,
6225,Cedric Mandembo,Democratic Republic of the Congo,28,180.0,120.0,M,Judo,Men's +100kg,,,,,,,
6226,Islam El Shehaby,Egypt,30,190.0,105.0,M,Judo,Men's +100kg,,,,,,,
6227,Martin Padar,Estonia,33,194.0,140.0,M,Judo,Men's +100kg,,,,,,,
6228,Teddy Riner,France,23,204.0,131.0,M,Judo,Men's +100kg,YES,1,,,True,,
6229,Adam Okruashvili,Georgia,23,193.0,120.0,M,Judo,Men's +100kg,,,,,,,
6230,Andreas Toelzer,Germany,32,192.0,145.0,M,Judo,Men's +100kg,YES,,,1.0,,,True
6231,Ricardo Blas Jr,Guam,25,185.0,218.0,M,Judo,Men's +100kg,,,,,,,
6232,Darrel Castillo,Guatemala,19,183.0,100.0,M,Judo,Men's +100kg,,,,,,,
6233,Facinet Keita,Guinea,28,177.0,135.0,M,Judo,Men's +100kg,,,,,,,
6234,Barna Bor,Hungary,25,195.0,128.0,M,Judo,Men's +100kg,,,,,,,
6235,Thormodur Jonsson,Iceland,29,,110.0,M,Judo,Men's +100kg,,,,,,,
6236,Daiki Kamikawa,Japan,22,185.0,140.0,M,Judo,Men's +100kg,,,,,,,
6237,Yerzhan Shynkeyev,Kazakhstan,27,181.0,101.0,M,Judo,Men's +100kg,,,,,,,
6238,Iurii Krakovetskii,Kyrgyzstan,19,180.0,100.0,M,Judo,Men's +100kg,,,,,,,
6239,Marius Paskevicius,Lithuania,32,198.0,115.0,M,Judo,Men's +100kg,,,,,,,
6240,El Mehdi Malki,Morocco,24,198.0,133.0,M,Judo,Men's +100kg,,,,,,,
6241,Luuk Verbij,Netherlands,26,195.0,112.0,M,Judo,Men's +100kg,,,,,,,
6242,Tomohiko Hoshina,Philippines,25,180.0,125.0,M,Judo,Men's +100kg,,,,,,,
6243,Janusz Wojnarowicz,Poland,32,198.0,170.0,M,Judo,Men's +100kg,,,,,,,
6244,Sung-Min Kim,Republic of Korea,25,190.0,127.0,M,Judo,Men's +100kg,,,,,,,
6245,Vladut Simionescu,Romania,22,188.0,135.0,M,Judo,Men's +100kg,,,,,,,
6246,Alexander Mikhaylin,Russian Federation,32,195.0,115.0,M,Judo,Men's +100kg,YES,,1,,,True,
6247,Matjaz Ceraj,Slovenia,28,198.0,111.0,M,Judo,Men's +100kg,,,,,,,
6248,Faicel Jaballah,Tunisia,24,196.0,130.0,M,Judo,Men's +100kg,,,,,,,
6249,Stanislav Bondarenko,Ukraine,24,198.0,118.0,M,Judo,Men's +100kg,,,,,,,
6250,Nazario Fiakaifonu,Vanuatu,24,189.0,123.0,M,Judo,Men's +100kg,,,,,,,
6251,Paula Pareto,Argentina,26,150.0,48.0,F,Judo,Women's -48kg,,,,,,,
6252,Charline van Snick,Belgium,21,157.0,48.0,F,Judo,Women's -48kg,YES,,,1.0,,,True
6253,Sarah Menezes,Brazil,22,154.0,48.0,F,Judo,Women's -48kg,YES,1,,,True,,
6254,Dayaris Mestre Alvarez,Cuba,25,,47.0,F,Judo,Women's -48kg,,,,,,,
6255,Laetitia Payet,France,26,150.0,48.0,F,Judo,Women's -48kg,,,,,,,
6256,Kelly Edwards,Great Britain,21,153.0,48.0,F,Judo,Women's -48kg,,,,,,,
6257,Eva Csernoviczki,Hungary,25,160.0,48.0,F,Judo,Women's -48kg,YES,,,1.0,,,True
6258,Lisa Kearney,Ireland,23,157.0,48.0,F,Judo,Women's -48kg,,,,,,,
6259,Elena Moretti,Italy,25,160.0,48.0,F,Judo,Women's -48kg,,,,,,,
6260,Tomoko Fukumi,Japan,27,157.0,48.0,F,Judo,Women's -48kg,,,,,,,
6261,Alexandra Podryadova,Kazakhstan,23,160.0,48.0,F,Judo,Women's -48kg,,,,,,,
6262,Urantsetseg Munkhbat,Mongolia,22,160.0,48.0,F,Judo,Women's -48kg,,,,,,,
6263,Shugen Wu,People's Republic of China,24,158.0,48.0,F,Judo,Women's -48kg,,,,,,,
6264,Jung-Yeon Chung,Republic of Korea,25,155.0,48.0,F,Judo,Women's -48kg,,,,,,,
6265,Alina Dumitru,Romania,29,158.0,48.0,F,Judo,Women's -48kg,YES,,1,,,True,
6266,Nataliya Kondratyeva,Russian Federation,26,155.0,48.0,F,Judo,Women's -48kg,,,,,,,
6267,Oiana Blanco,Spain,29,154.0,48.0,F,Judo,Women's -48kg,,,,,,,
6268,Ngoc Tu VAN,Vietnam,24,155.0,48.0,F,Judo,Women's -48kg,,,,,,,
6269,Majlinda Kelmendi,Albania,21,,51.0,F,Judo,Women's -52kg,,,,,,,
6270,Soraya Haddad,Algeria,27,157.0,52.0,F,Judo,Women's -52kg,,,,,,,
6271,Ilse Heylen,Belgium,35,161.0,52.0,F,Judo,Women's -52kg,,,,,,,
6272,Erika Miranda,Brazil,25,162.0,52.0,F,Judo,Women's -52kg,,,,,,,
6273,Yanet Bermoy Acosta,Cuba,25,,51.0,F,Judo,Women's -52kg,YES,,1,,,True,
6274,Kum Ae An,Democratic People's Republic  of Korea,32,160.0,52.0,F,Judo,Women's -52kg,YES,1,,,True,,
6275,Maria Garcia,Dominican Republic,24,155.0,52.0,F,Judo,Women's -52kg,,,,,,,
6276,Jaana Sundberg,Finland,29,164.0,52.0,F,Judo,Women's -52kg,,,,,,,
6277,Priscilla Gneto,France,21,163.0,52.0,F,Judo,Women's -52kg,YES,,,1.0,,,True
6278,Romy Tarangul,Germany,24,160.0,52.0,F,Judo,Women's -52kg,,,,,,,
6279,Sophie Cox,Great Britain,30,160.0,52.0,F,Judo,Women's -52kg,,,,,,,
6280,Linouse Desravine,Haiti,21,160.0,52.0,F,Judo,Women's -52kg,,,,,,,
6281,Rosalba Forciniti,Italy,26,159.0,52.0,F,Judo,Women's -52kg,YES,,,1.0,,,True
6282,Misato Nakamura,Japan,23,157.0,52.0,F,Judo,Women's -52kg,,,,,,,
6283,Marie Muller,Luxembourg,27,162.0,52.0,F,Judo,Women's -52kg,,,,,,,
6284,Christianne Legentil,Mauritius,20,154.0,52.0,F,Judo,Women's -52kg,,,,,,,
6285,Bundmaa Munkhbaatar,Mongolia,26,158.0,52.0,F,Judo,Women's -52kg,,,,,,,
6286,Hongmei He,People's Republic of China,29,160.0,52.0,F,Judo,Women's -52kg,,,,,,,
6287,Kyung-Ok Kim,Republic of Korea,29,161.0,52.0,F,Judo,Women's -52kg,,,,,,,
6288,Andreea Chitu,Romania,24,158.0,52.0,F,Judo,Women's -52kg,,,,,,,
6289,Natalia Kuziutina,Russian Federation,23,159.0,52.0,F,Judo,Women's -52kg,,,,,,,
6290,Ana Carrascosa,Spain,32,158.0,52.0,F,Judo,Women's -52kg,,,,,,,
6291,Carli Renzi,Australia,29,167.0,57.0,F,Judo,Women's -57kg,,,,,,,
6292,Sabrina Filzmoser,Austria,32,173.0,57.0,F,Judo,Women's -57kg,,,,,,,
6293,Kifayat Gasimova,Azerbaijan,29,167.0,57.0,F,Judo,Women's -57kg,,,,,,,
6294,Rafaela Silva,Brazil,20,168.0,57.0,F,Judo,Women's -57kg,,,,,,,
6295,Joliane Melancon,Canada,26,170.0,57.0,F,Judo,Women's -57kg,,,,,,,
6296,Yadinys Amaris,Colombia,28,162.0,57.0,F,Judo,Women's -57kg,,,,,,,
6297,Yurileidys Lupetey Cobas,Cuba,31,,56.0,F,Judo,Women's -57kg,,,,,,,
6298,Automne Pavia,France,23,173.0,57.0,F,Judo,Women's -57kg,YES,,,1.0,,,True
6299,Miryam Roper,Germany,30,165.0,57.0,F,Judo,Women's -57kg,,,,,,,
6300,Sarah Clark,Great Britain,34,173.0,57.0,F,Judo,Women's -57kg,,,,,,,
6301,Ioulietta Boukouvala,Greece,28,173.0,57.0,F,Judo,Women's -57kg,,,,,,,
6302,Hedvig Karakas,Hungary,22,167.0,57.0,F,Judo,Women's -57kg,,,,,,,
6303,Giulia Quintavalle,Italy,29,173.0,57.0,F,Judo,Women's -57kg,,,,,,,
6304,Kaori Matsumoto,Japan,24,162.0,57.0,F,Judo,Women's -57kg,YES,1,,,True,,
6305,Sumiya Dorjsuren,Mongolia,21,162.0,57.0,F,Judo,Women's -57kg,,,,,,,
6306,Hui Wang,People's Republic of China,28,165.0,57.0,F,Judo,Women's -57kg,,,,,,,
6307,Telma Monteiro,Portugal,26,159.0,57.0,F,Judo,Women's -57kg,,,,,,,
6308,Jan-Di Kim,Republic of Korea,21,163.0,57.0,F,Judo,Women's -57kg,,,,,,,
6309,Corina Caprioriu,Romania,26,160.0,57.0,F,Judo,Women's -57kg,YES,,1,,,True,
6310,Irina Zabludina,Russian Federation,25,162.0,57.0,F,Judo,Women's -57kg,,,,,,,
6311,Hortance Diedhiou,Senegal,28,165.0,57.0,F,Judo,Women's -57kg,,,,,,,
6312,Vesna Dzukic,Slovenia,26,163.0,56.0,F,Judo,Women's -57kg,,,,,,,
6313,Concepcion Bellorin,Spain,31,155.0,57.0,F,Judo,Women's -57kg,,,,,,,
6314,Marti Malloy,United States of America,26,160.0,57.0,F,Judo,Women's -57kg,YES,,,1.0,,,True
6315,Hilde Drexler,Austria,28,176.0,63.0,F,Judo,Women's -63kg,,,,,,,
6316,Ramila Yusubova,Azerbaijan,25,168.0,63.0,F,Judo,Women's -63kg,,,,,,,
6317,Mariana Silva,Brazil,22,172.0,63.0,F,Judo,Women's -63kg,,,,,,,
6318,Severine Nebie,Burkina Faso,29,167.0,63.0,F,Judo,Women's -63kg,,,,,,,
6319,Marijana Miskovic,Croatia,30,166.0,63.0,F,Judo,Women's -63kg,,,,,,,
6320,Yaritza Abel Rojas,Cuba,28,,62.0,F,Judo,Women's -63kg,,,,,,,
6321,Estefania Garcia,Ecuador,24,165.0,63.0,F,Judo,Women's -63kg,,,,,,,
6322,Johanna Ylinen,Finland,28,168.0,63.0,F,Judo,Women's -63kg,,,,,,,
6323,Gevrise Emane,France,30,160.0,63.0,F,Judo,Women's -63kg,YES,,,1.0,,,True
6324,Claudia Malzahn,Germany,28,169.0,63.0,F,Judo,Women's -63kg,,,,,,,
6325,Gemma Howell,Great Britain,22,165.0,59.0,F,Judo,Women's -63kg,,,,,,,
6326,Garima Chaudhary,India,22,,62.0,F,Judo,Women's -63kg,,,,,,,
6327,Alice Schlesinger,Israel,24,165.0,63.0,F,Judo,Women's -63kg,,,,,,,
6328,Edwige Gwend,Italy,22,164.0,63.0,F,Judo,Women's -63kg,,,,,,,
6329,Yoshie Ueno,Japan,29,164.0,63.0,F,Judo,Women's -63kg,YES,,,1.0,,,True
6330,Caren Chammas,Lebanon,19,169.0,63.0,F,Judo,Women's -63kg,,,,,,,
6331,Munkhzaya Tsedevsuren,Mongolia,26,165.0,63.0,F,Judo,Women's -63kg,,,,,,,
6332,Rizlen Zouak,Morocco,26,164.0,63.0,F,Judo,Women's -63kg,,,,,,,
6333,Elisabeth Willeboordse,Netherlands,33,169.0,63.0,F,Judo,Women's -63kg,,,,,,,
6334,Jennifer Anson,Palau,35,165.0,63.0,F,Judo,Women's -63kg,,,,,,,
6335,Lili Xu,People's Republic of China,24,166.0,63.0,F,Judo,Women's -63kg,YES,,1,,,True,
6336,Da-Woon Joung,Republic of Korea,23,173.0,63.0,F,Judo,Women's -63kg,,,,,,,
6337,Urska Zolnir,Slovenia,30,173.0,63.0,F,Judo,Women's -63kg,YES,1,,,True,,
6338,Gulnar Hayytbaeva,Turkmenistan,27,166.0,63.0,F,Judo,Women's -63kg,,,,,,,
6339,Antonia Moreira,Angola,30,170.0,68.0,F,Judo,Women's -70kg,,,,,,,
6340,Maria Portela,Brazil,24,,69.0,F,Judo,Women's -70kg,,,,,,,
6341,Kelita Zupancic,Canada,22,170.0,70.0,F,Judo,Women's -70kg,,,,,,,
6342,Carine Ngarlemdana,Chad,17,175.0,70.0,F,Judo,Women's -70kg,,,,,,,
6343,Yuri Alvear,Colombia,26,174.0,70.0,F,Judo,Women's -70kg,YES,,,1.0,,,True
6344,Onix Cortes Aldama,Cuba,23,,69.0,F,Judo,Women's -70kg,,,,,,,
6345,Lucie Decosse,France,30,168.0,70.0,F,Judo,Women's -70kg,YES,1,,,True,,
6346,Kerstin Thiele,Germany,25,168.0,70.0,F,Judo,Women's -70kg,YES,,1,,,True,
6347,Sally Conway,Great Britain,25,170.0,70.0,F,Judo,Women's -70kg,,,,,,,
6348,Anett Meszaros,Hungary,25,180.0,70.0,F,Judo,Women's -70kg,,,,,,,
6349,Erica Barbieri,Italy,31,179.0,70.0,F,Judo,Women's -70kg,,,,,,,
6350,Haruka Tachimoto,Japan,22,166.0,70.0,F,Judo,Women's -70kg,,,,,,,
6351,Edith Bosch,Netherlands,32,183.0,70.0,F,Judo,Women's -70kg,YES,,,1.0,,,True
6352,Moira de Villiers,New Zealand,22,168.0,70.0,F,Judo,Women's -70kg,,,,,,,
6353,Fei Chen,People's Republic of China,21,170.0,70.0,F,Judo,Women's -70kg,,,,,,,
6354,Katarzyna Klys,Poland,26,172.0,70.0,F,Judo,Women's -70kg,,,,,,,
6355,Ye-Sul Hwang,Republic of Korea,24,175.0,70.0,F,Judo,Women's -70kg,,,,,,,
6356,Cecilia Blanco,Spain,33,170.0,70.0,F,Judo,Women's -70kg,,,,,,,
6357,Houda Miled,Tunisia,25,171.0,70.0,F,Judo,Women's -70kg,,,,,,,
6358,Nataliya Smal,Ukraine,29,170.0,70.0,F,Judo,Women's -70kg,,,,,,,
6359,Mayra Aguiar,Brazil,21,178.0,78.0,F,Judo,Women's -78kg,YES,,,1.0,,,True
6360,Odette Ntahonvukiye,Burundi,18,,77.0,F,Judo,Women's -78kg,,,,,,,
6361,Amy Cotton,Canada,32,180.0,78.0,F,Judo,Women's -78kg,,,,,,,
6362,Audrey Tcheumeo,France,22,177.0,78.0,F,Judo,Women's -78kg,YES,,,1.0,,,True
6363,Audrey Koumba,Gabon,23,160.0,78.0,F,Judo,Women's -78kg,,,,,,,
6364,Heide Wollert,Germany,30,170.0,72.0,F,Judo,Women's -78kg,,,,,,,
6365,Gemma Gibbons,Great Britain,25,173.0,77.0,F,Judo,Women's -78kg,YES,,1,,,True,
6366,Abigel Joo,Hungary,21,183.0,78.0,F,Judo,Women's -78kg,,,,,,,
6367,Akari Ogata,Japan,21,171.0,76.0,F,Judo,Women's -78kg,,,,,,,
6368,Lkhamdegd Purevjargal,Mongolia,25,179.0,77.0,F,Judo,Women's -78kg,,,,,,,
6369,Aye Aye Aung,Myanmar,27,173.0,75.0,F,Judo,Women's -78kg,,,,,,,
6370,Marhinde Verkerk,Netherlands,26,173.0,78.0,F,Judo,Women's -78kg,,,,,,,
6371,Xiuli Yang,People's Republic of China,28,175.0,78.0,F,Judo,Women's -78kg,,,,,,,
6372,Daria Pogorzelec,Poland,22,172.0,78.0,F,Judo,Women's -78kg,,,,,,,
6373,Gyeong-Mi Jeong,Republic of Korea,27,169.0,78.0,F,Judo,Women's -78kg,,,,,,,
6374,Vera Moskalyuk,Russian Federation,30,180.0,78.0,F,Judo,Women's -78kg,,,,,,,
6375,Anamari Velensek,Slovenia,21,175.0,77.0,F,Judo,Women's -78kg,,,,,,,
6376,Hana Mareghni,Tunisia,23,173.0,77.0,F,Judo,Women's -78kg,,,,,,,
6377,Maryna Pryshchepa,Ukraine,29,170.0,78.0,F,Judo,Women's -78kg,,,,,,,
6378,Kayla Harrison,United States of America,22,173.0,75.0,F,Judo,Women's -78kg,YES,1,,,True,,
6379,Sonia Asselah,Algeria,20,175.0,78.0,F,Judo,Women's +78kg,,,,,,,
6380,Maria Suelen Altheman,Brazil,23,175.0,78.0,F,Judo,Women's +78kg,,,,,,,
6381,Adysangela Moniz,Cape Verde,25,166.0,105.0,F,Judo,Women's +78kg,,,,,,,
6382,Idalys Ortiz,Cuba,22,,95.0,F,Judo,Women's +78kg,YES,1,,,True,,
6383,Anne-Sophie Mondiere,France,33,174.0,87.0,F,Judo,Women's +78kg,,,,,,,
6384,Karina Bryant,Great Britain,33,184.0,103.0,F,Judo,Women's +78kg,YES,,,1.0,,,True
6385,Mika Sugimoto,Japan,27,165.0,100.0,F,Judo,Women's +78kg,YES,,1,,,True,
6386,Gulzhan Issanova,Kazakhstan,28,181.0,78.0,F,Judo,Women's +78kg,,,,,,,
6387,Vanessa Zambotti,Mexico,30,175.0,145.0,F,Judo,Women's +78kg,,,,,,,
6388,Wen Tong,People's Republic of China,29,180.0,130.0,F,Judo,Women's +78kg,YES,,,1.0,,,True
6389,Urszula Sadkowska,Poland,28,193.0,78.0,F,Judo,Women's +78kg,,,,,,,
6390,Melissa Mojica,Puerto Rico,28,,85.0,F,Judo,Women's +78kg,,,,,,,
6391,Na-Young Kim,Republic of Korea,24,189.0,140.0,F,Judo,Women's +78kg,,,,,,,
6392,Elena Ivashchenko,Russian Federation,27,184.0,103.0,F,Judo,Women's +78kg,,,,,,,
6393,Wojdan Shaherkani,Saudi Arabia,16,,80.0,F,Judo,Women's +78kg,,,,,,,
6394,Lucija Polavder,Slovenia,27,167.0,85.0,F,Judo,Women's +78kg,,,,,,,
6395,Nihel Cheikh Rouhou,Tunisia,25,164.0,78.0,F,Judo,Women's +78kg,,,,,,,
6396,Gulsah Kocaturk,Turkey,26,178.0,135.0,F,Judo,Women's +78kg,,,,,,,
6397,Iryna Kindzerska,Ukraine,21,180.0,125.0,F,Judo,Women's +78kg,,,,,,,
6398,Giovanna Blanco,Venezuela,29,175.0,120.0,F,Judo,Women's +78kg,,,,,,,
6399,Ed Fernon,Australia,24,182.0,73.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6400,Thomas Daniel,Austria,27,179.0,70.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6401,Dzmitry Meliakh,Belarus,33,178.0,71.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6402,Esteban Bustos Rodriguez,Chile,19,165.0,60.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6403,David Svoboda,Czech Republic,27,184.0,75.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6404,Ondrej Polivka,Czech Republic,24,186.0,80.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6405,Amro El Geziry,Egypt,25,,,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6406,Yasser Hefny,Egypt,23,,,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6407,Christopher Patte,France,22,176.0,66.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6408,Stefan Kollner,Germany,27,187.0,78.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6409,Steffen Gebhardt,Germany,31,175.0,75.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6410,Nicholas Woodbridge,Great Britain,26,188.0,78.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6411,Samuel Weale,Great Britain,30,187.0,83.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6412,Adam Marosi,Hungary,28,181.0,75.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6413,Robert Kasza,Hungary,26,180.0,71.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6414,Nicola Benedetti,Italy,26,198.0,88.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6415,Riccardo de Luca,Italy,26,187.0,78.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6416,Pavel Ilyashenko,Kazakhstan,22,181.0,75.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6417,Rustim Sabirkhouzine,Kazakhstan,34,179.0,87.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6418,Deniss Cerkovskis,Latvia,33,180.0,76.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6419,Justinas Kinderis,Lithuania,25,184.0,82.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6420,Oscar Soto,Mexico,29,178.0,72.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6421,Guan Wang,People's Republic of China,25,184.0,77.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6422,Zhongrong Cao,People's Republic of China,30,180.0,73.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6423,Lukasz Klekot,Poland,23,179.0,72.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6424,Szymon Staskiewicz,Poland,25,185.0,79.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6425,Jinhwa Jung,Republic of Korea,23,182.0,74.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6426,Woojin Hwang,Republic of Korea,22,181.0,64.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6427,Aleksander Lesun,Russian Federation,24,182.0,75.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6428,Andrei Moiseev,Russian Federation,33,190.0,85.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6429,Dmytro Kirpulyanskyy,Ukraine,27,188.0,76.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6430,Pavlo Tymoshchenko,Ukraine,25,190.0,75.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6431,Dennis Bowsher,United States of America,29,175.0,73.0,M,Modern Pentathlon,Men's Modern Pentathlon,,,,,,,
6432,Chloe Esposito,Australia,20,166.0,55.0,F,Modern Pentathlon,Women's Modern Pentathlon,,,,,,,
6433,Anastasiya Prokopenko,Belarus,26,163.0,59.0,F,Modern Pentathlon,Women's Modern Pentathlon,,,,,,,
6434,Yane Marques,Brazil,28,167.0,53.0,F,Modern Pentathlon,Women's Modern Pentathlon,,,,,,,
6435,Donna Vakalis,Canada,32,164.0,53.0,F,Modern Pentathlon,Women's Modern Pentathlon,,,,,,,
6436,Melanie Mccann,Canada,22,173.0,58.0,F,Modern Pentathlon,Women's Modern Pentathlon,,,,,,,
6437,Natalie Dianova,Czech Republic,23,170.0,60.0,F,Modern Pentathlon,Women's Modern Pentathlon,,,,,,,
